model,resolution,scenario,forest_type,variable,year,filepath
CESM2,100km,ssp126,Broadleaf,GPP,2015,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2015.tif
CESM2,100km,ssp126,Broadleaf,GPP,2016,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2016.tif
CESM2,100km,ssp126,Broadleaf,GPP,2017,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2017.tif
CESM2,100km,ssp126,Broadleaf,GPP,2018,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2018.tif
CESM2,100km,ssp126,Broadleaf,GPP,2019,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2019.tif
CESM2,100km,ssp126,Broadleaf,GPP,2020,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2020.tif
CESM2,100km,ssp126,Broadleaf,GPP,2021,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2021.tif
CESM2,100km,ssp126,Broadleaf,GPP,2022,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2022.tif
CESM2,100km,ssp126,Broadleaf,GPP,2023,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2023.tif
CESM2,100km,ssp126,Broadleaf,GPP,2024,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2024.tif
CESM2,100km,ssp126,Broadleaf,GPP,2025,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2025.tif
CESM2,100km,ssp126,Broadleaf,GPP,2026,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2026.tif
CESM2,100km,ssp126,Broadleaf,GPP,2027,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2027.tif
CESM2,100km,ssp126,Broadleaf,GPP,2028,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2028.tif
CESM2,100km,ssp126,Broadleaf,GPP,2029,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2029.tif
CESM2,100km,ssp126,Broadleaf,GPP,2030,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2030.tif
CESM2,100km,ssp126,Broadleaf,GPP,2031,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2031.tif
CESM2,100km,ssp126,Broadleaf,GPP,2032,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2032.tif
CESM2,100km,ssp126,Broadleaf,GPP,2033,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2033.tif
CESM2,100km,ssp126,Broadleaf,GPP,2034,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2034.tif
CESM2,100km,ssp126,Broadleaf,GPP,2035,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2035.tif
CESM2,100km,ssp126,Broadleaf,GPP,2036,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2036.tif
CESM2,100km,ssp126,Broadleaf,GPP,2037,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2037.tif
CESM2,100km,ssp126,Broadleaf,GPP,2038,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2038.tif
CESM2,100km,ssp126,Broadleaf,GPP,2039,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2039.tif
CESM2,100km,ssp126,Broadleaf,GPP,2040,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2040.tif
CESM2,100km,ssp126,Broadleaf,GPP,2041,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2041.tif
CESM2,100km,ssp126,Broadleaf,GPP,2042,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2042.tif
CESM2,100km,ssp126,Broadleaf,GPP,2043,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2043.tif
CESM2,100km,ssp126,Broadleaf,GPP,2044,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2044.tif
CESM2,100km,ssp126,Broadleaf,GPP,2045,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2045.tif
CESM2,100km,ssp126,Broadleaf,GPP,2046,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2046.tif
CESM2,100km,ssp126,Broadleaf,GPP,2047,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2047.tif
CESM2,100km,ssp126,Broadleaf,GPP,2048,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2048.tif
CESM2,100km,ssp126,Broadleaf,GPP,2049,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2049.tif
CESM2,100km,ssp126,Broadleaf,GPP,2050,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2050.tif
CESM2,100km,ssp126,Broadleaf,GPP,2051,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2051.tif
CESM2,100km,ssp126,Broadleaf,GPP,2052,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2052.tif
CESM2,100km,ssp126,Broadleaf,GPP,2053,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2053.tif
CESM2,100km,ssp126,Broadleaf,GPP,2054,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2054.tif
CESM2,100km,ssp126,Broadleaf,GPP,2055,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2055.tif
CESM2,100km,ssp126,Broadleaf,GPP,2056,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2056.tif
CESM2,100km,ssp126,Broadleaf,GPP,2057,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2057.tif
CESM2,100km,ssp126,Broadleaf,GPP,2058,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2058.tif
CESM2,100km,ssp126,Broadleaf,GPP,2059,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2059.tif
CESM2,100km,ssp126,Broadleaf,GPP,2060,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\GPP_2060.tif
CESM2,100km,ssp126,Broadleaf,TER,2015,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2015.tif
CESM2,100km,ssp126,Broadleaf,TER,2016,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2016.tif
CESM2,100km,ssp126,Broadleaf,TER,2017,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2017.tif
CESM2,100km,ssp126,Broadleaf,TER,2018,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2018.tif
CESM2,100km,ssp126,Broadleaf,TER,2019,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2019.tif
CESM2,100km,ssp126,Broadleaf,TER,2020,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2020.tif
CESM2,100km,ssp126,Broadleaf,TER,2021,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2021.tif
CESM2,100km,ssp126,Broadleaf,TER,2022,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2022.tif
CESM2,100km,ssp126,Broadleaf,TER,2023,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2023.tif
CESM2,100km,ssp126,Broadleaf,TER,2024,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2024.tif
CESM2,100km,ssp126,Broadleaf,TER,2025,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2025.tif
CESM2,100km,ssp126,Broadleaf,TER,2026,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2026.tif
CESM2,100km,ssp126,Broadleaf,TER,2027,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2027.tif
CESM2,100km,ssp126,Broadleaf,TER,2028,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2028.tif
CESM2,100km,ssp126,Broadleaf,TER,2029,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2029.tif
CESM2,100km,ssp126,Broadleaf,TER,2030,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2030.tif
CESM2,100km,ssp126,Broadleaf,TER,2031,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2031.tif
CESM2,100km,ssp126,Broadleaf,TER,2032,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2032.tif
CESM2,100km,ssp126,Broadleaf,TER,2033,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2033.tif
CESM2,100km,ssp126,Broadleaf,TER,2034,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2034.tif
CESM2,100km,ssp126,Broadleaf,TER,2035,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2035.tif
CESM2,100km,ssp126,Broadleaf,TER,2036,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2036.tif
CESM2,100km,ssp126,Broadleaf,TER,2037,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2037.tif
CESM2,100km,ssp126,Broadleaf,TER,2038,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2038.tif
CESM2,100km,ssp126,Broadleaf,TER,2039,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2039.tif
CESM2,100km,ssp126,Broadleaf,TER,2040,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2040.tif
CESM2,100km,ssp126,Broadleaf,TER,2041,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2041.tif
CESM2,100km,ssp126,Broadleaf,TER,2042,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2042.tif
CESM2,100km,ssp126,Broadleaf,TER,2043,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2043.tif
CESM2,100km,ssp126,Broadleaf,TER,2044,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2044.tif
CESM2,100km,ssp126,Broadleaf,TER,2045,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2045.tif
CESM2,100km,ssp126,Broadleaf,TER,2046,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2046.tif
CESM2,100km,ssp126,Broadleaf,TER,2047,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2047.tif
CESM2,100km,ssp126,Broadleaf,TER,2048,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2048.tif
CESM2,100km,ssp126,Broadleaf,TER,2049,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2049.tif
CESM2,100km,ssp126,Broadleaf,TER,2050,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2050.tif
CESM2,100km,ssp126,Broadleaf,TER,2051,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2051.tif
CESM2,100km,ssp126,Broadleaf,TER,2052,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2052.tif
CESM2,100km,ssp126,Broadleaf,TER,2053,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2053.tif
CESM2,100km,ssp126,Broadleaf,TER,2054,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2054.tif
CESM2,100km,ssp126,Broadleaf,TER,2055,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2055.tif
CESM2,100km,ssp126,Broadleaf,TER,2056,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2056.tif
CESM2,100km,ssp126,Broadleaf,TER,2057,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2057.tif
CESM2,100km,ssp126,Broadleaf,TER,2058,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2058.tif
CESM2,100km,ssp126,Broadleaf,TER,2059,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2059.tif
CESM2,100km,ssp126,Broadleaf,TER,2060,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\TER_2060.tif
CESM2,100km,ssp126,Broadleaf,NEE,2015,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2015.tif
CESM2,100km,ssp126,Broadleaf,NEE,2016,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2016.tif
CESM2,100km,ssp126,Broadleaf,NEE,2017,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2017.tif
CESM2,100km,ssp126,Broadleaf,NEE,2018,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2018.tif
CESM2,100km,ssp126,Broadleaf,NEE,2019,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2019.tif
CESM2,100km,ssp126,Broadleaf,NEE,2020,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2020.tif
CESM2,100km,ssp126,Broadleaf,NEE,2021,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2021.tif
CESM2,100km,ssp126,Broadleaf,NEE,2022,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2022.tif
CESM2,100km,ssp126,Broadleaf,NEE,2023,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2023.tif
CESM2,100km,ssp126,Broadleaf,NEE,2024,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2024.tif
CESM2,100km,ssp126,Broadleaf,NEE,2025,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2025.tif
CESM2,100km,ssp126,Broadleaf,NEE,2026,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2026.tif
CESM2,100km,ssp126,Broadleaf,NEE,2027,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2027.tif
CESM2,100km,ssp126,Broadleaf,NEE,2028,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2028.tif
CESM2,100km,ssp126,Broadleaf,NEE,2029,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2029.tif
CESM2,100km,ssp126,Broadleaf,NEE,2030,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2030.tif
CESM2,100km,ssp126,Broadleaf,NEE,2031,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2031.tif
CESM2,100km,ssp126,Broadleaf,NEE,2032,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2032.tif
CESM2,100km,ssp126,Broadleaf,NEE,2033,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2033.tif
CESM2,100km,ssp126,Broadleaf,NEE,2034,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2034.tif
CESM2,100km,ssp126,Broadleaf,NEE,2035,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2035.tif
CESM2,100km,ssp126,Broadleaf,NEE,2036,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2036.tif
CESM2,100km,ssp126,Broadleaf,NEE,2037,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2037.tif
CESM2,100km,ssp126,Broadleaf,NEE,2038,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2038.tif
CESM2,100km,ssp126,Broadleaf,NEE,2039,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2039.tif
CESM2,100km,ssp126,Broadleaf,NEE,2040,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2040.tif
CESM2,100km,ssp126,Broadleaf,NEE,2041,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2041.tif
CESM2,100km,ssp126,Broadleaf,NEE,2042,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2042.tif
CESM2,100km,ssp126,Broadleaf,NEE,2043,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2043.tif
CESM2,100km,ssp126,Broadleaf,NEE,2044,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2044.tif
CESM2,100km,ssp126,Broadleaf,NEE,2045,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2045.tif
CESM2,100km,ssp126,Broadleaf,NEE,2046,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2046.tif
CESM2,100km,ssp126,Broadleaf,NEE,2047,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2047.tif
CESM2,100km,ssp126,Broadleaf,NEE,2048,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2048.tif
CESM2,100km,ssp126,Broadleaf,NEE,2049,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2049.tif
CESM2,100km,ssp126,Broadleaf,NEE,2050,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2050.tif
CESM2,100km,ssp126,Broadleaf,NEE,2051,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2051.tif
CESM2,100km,ssp126,Broadleaf,NEE,2052,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2052.tif
CESM2,100km,ssp126,Broadleaf,NEE,2053,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2053.tif
CESM2,100km,ssp126,Broadleaf,NEE,2054,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2054.tif
CESM2,100km,ssp126,Broadleaf,NEE,2055,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2055.tif
CESM2,100km,ssp126,Broadleaf,NEE,2056,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2056.tif
CESM2,100km,ssp126,Broadleaf,NEE,2057,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2057.tif
CESM2,100km,ssp126,Broadleaf,NEE,2058,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2058.tif
CESM2,100km,ssp126,Broadleaf,NEE,2059,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2059.tif
CESM2,100km,ssp126,Broadleaf,NEE,2060,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Broadleaf\0_251\Region\Ann\NEE_2060.tif
CESM2,100km,ssp126,Needleleaf,GPP,2015,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Needleleaf\0_251\Region\Ann\GPP_2015.tif
CESM2,100km,ssp126,Needleleaf,GPP,2016,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Needleleaf\0_251\Region\Ann\GPP_2016.tif
CESM2,100km,ssp126,Needleleaf,GPP,2017,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Needleleaf\0_251\Region\Ann\GPP_2017.tif
CESM2,100km,ssp126,Needleleaf,GPP,2018,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Needleleaf\0_251\Region\Ann\GPP_2018.tif
CESM2,100km,ssp126,Needleleaf,GPP,2019,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Needleleaf\0_251\Region\Ann\GPP_2019.tif
CESM2,100km,ssp126,Needleleaf,GPP,2020,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Needleleaf\0_251\Region\Ann\GPP_2020.tif
CESM2,100km,ssp126,Needleleaf,GPP,2021,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Needleleaf\0_251\Region\Ann\GPP_2021.tif
CESM2,100km,ssp126,Needleleaf,GPP,2022,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Needleleaf\0_251\Region\Ann\GPP_2022.tif
CESM2,100km,ssp126,Needleleaf,GPP,2023,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Needleleaf\0_251\Region\Ann\GPP_2023.tif
CESM2,100km,ssp126,Needleleaf,GPP,2024,E:\Personal\2023_Tengjiayin\CorrectCIMP6\100\CESM2\ssp126\Needleleaf\0_251\Region\Ann\GPP_2024.tif
